name_cn,name_en,card_number,domain_cn,domain_en,cost,type_cn,type_en,rarity_cn,rarity_en,description_cn,description_en,image_url_cn,image_url_en,match_score,confidence,temporary
搜魔人典狱长,Mageseeker Warden,OGN·070/298,green,Calm,6,单位,Unit,稀有,Rare,"如果我位于战场上，则对手只能把单位打到自己的基地。
如果我位于战场上，则禁止敌方单位和装备通过法术或技能效果变为活跃状态。","While I'm at a battlefield, opponents can only play units to their base.While I'm at a battlefield, spells and abilities can't ready enemy units and gear.",https://cdn1.playloltcg.com/lol/card/20250731/eb70c44e4e134b24a8112b93b4bdd6eb.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ae844b929f817cdf76fe40c7bf5d5fc02062bdac-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
次元门狂欢,Party Favors,OGN·071/298,green,Calm,3,法术,Spell,稀有,Rare,"让除你之外的其他玩家选择“卡牌”或“符文”。
每有一名玩家选择“卡牌”，你和该玩家便各抽一张牌；
每有一名玩家选择“符文”，你和该玩家便召出一枚休眠的符文。","Each other player chooses Cards or Runes. For each player that chooses Cards, you and that player each draw 1. For each player that chooses Runes, you and that player each channel 1 rune exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/5078a1ca5aca48cd91e083e990c4672c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fddcef3c55663c5d6856f6d039d19cacfd64abb5-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
烈阳圣坛,Solari Shrine,OGN·072/298,green,Calm,3,装备,Gear,稀有,Rare,每当你摧毁一名被眩晕的敌方单位时，你可以选择让此牌变为休眠状态，以此抽一张牌。,"When you kill a stunned enemy unit, you may exhaust this to draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/d1d4c9829a6c43c4a3eaac56d2ff6e57.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/139a6d1c62a717bab4cdd75926e7f4aba6efb15d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"娑娜, 清心谐律","Sona, Harmonious",OGN·073/298,green,Calm,4,英雄单位,Champion Unit,稀有,Rare,"在你的回合结束时，如果我位于战场上，则让四枚友方符文变为活跃状态。
[以下为勘误修正]
在你的回合结束时，如果我位于战场上，则让最多四枚友方符文变为活跃状态。","While I'm at a battlefield, ready 4 friendly runes at the end of your turn.",https://cdn1.playloltcg.com/lol/card/20250731/aa0cf4be5969429592b76119373df130.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8582f6430821fb912fcb3619c5ce9405f254cb2f-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"塔里克, 坚盾","Taric, Protector",OGN·074/298,green,Calm,4,英雄单位,Champion Unit,稀有,Rare,"{{坚守}}（如果我是防守方，则{{S}}+1。）
{{壁垒}}（我在战斗中首先承担伤害。）
此处的其他友方单位获得{{坚守}}。",[Shield] (+1 {icon:might} while I'm a defender.)[Tank] (I must be assigned combat damage first.)Other friendly units here have [Shield].,https://cdn1.playloltcg.com/lol/card/20250731/d795e0487671433796130bd507bbc158.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7d08e3f64401cb87b8a0564a1cbe6fc94aee03a7-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
美味仙灵,Tasty Faefolk,OGN·075/298,green,Calm,7,单位,Unit,稀有,Rare,"{{急速}}（你可以选择额外支付{{1}}和{{绿色}}，让我以活跃状态进场。）
{{绝念}}—召出两枚休眠的符文，再抽一张牌。（当我被摧毁后，发动此效果。）","[Accelerate] (You may pay {icon:1}{icon:calm} as an additional cost to have me enter ready.)[Deathknell] — Channel 2 runes exhausted and draw 1. (When I die, get the effect.)",https://cdn1.playloltcg.com/lol/card/20250731/4d4bcf36c78842c68660926d8bc9f146.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65f69ca9a1087deb12e91fb6fdee7b6efd0c088f-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"亚索, 迷途怅惘","Yasuo, Remorseful",OGN·076/298,green,Calm,6,英雄单位,Champion Unit,稀有,Rare,当我进攻时，对此处的一名敌方单位造成等同于我战力的伤害。,"When I attack, deal damage equal to my Might to an enemy unit here.",https://cdn1.playloltcg.com/lol/card/20250731/7380cb4550e34296b4b9f882029a09b4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1643a6c93626884c93363557e1a483642bda6c45-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"亚索, 迷途怅惘","Yasuo, Remorseful",OGN·076a/298,green,Calm,6,英雄单位,Champion Unit,异画,Showcase,当我进攻时，对此处的一名敌方单位造成等同于我战力的伤害。,"When I attack, deal damage equal to my Might to an enemy unit here.",https://cdn1.playloltcg.com/lol/card/20250731/b94d99e315d2473dafdc5be14322b3b2.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f2cff3ff3b146c8bfe11594e37e9d8109884273-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
中娅沙漏,Zhonya'S Hourglass,OGN·077/298,green,Calm,2,装备,Gear,稀有,Rare,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
下一次当友方单位被摧毁时，改为将此牌摧毁，然后以休眠状态将该单位召回。（把该单位送回基地，此行动不算作移动。）
[以下为勘误修正]
{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
如果一名友方单位被摧毁，则改为将此牌摧毁。移除该单位所受伤害，让其进入休眠状态，并将其召回。（把该单位送回基地，此行动不算作移动。）","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)",https://cdn1.playloltcg.com/lol/card/20250731/80cce2ba0e97442a8539b6045bf3b9c4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dc38172c56f838b407fc9f170ba973da32d7cd4d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"李青, 苦修者","Lee Sin, Ascetic",OGN·078/298,green,Calm,5,英雄单位,Champion Unit,史诗,Epic,"{{坚守}}（如果我是防守方，则{{S}}+1。）
{{横置}}：给予我增益。（我获得一个{{S}}+1增益。）
我可以拥有不限数量的增益。",[Shield]_ (+1 {icon:might} while I'm a defender.)_{icon:exhaust}: Buff me. (I get a +1 {icon:might} buff.)I can have any number of buffs.,https://cdn1.playloltcg.com/lol/card/20250731/6684f48f8df242a6b57c1ff75bae5b4a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c6cc55639ad87cf9c8a74d6b3e5292d0b192c9b8-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"李青, 苦修者","Lee Sin, Ascetic",OGN·078a/298,green,Calm,5,英雄单位,Champion Unit,异画,Showcase,"{{坚守}}（如果我是防守方，则{{S}}+1。）
{{横置}}：给予我增益。（我获得一个{{S}}+1增益。）
我可以拥有不限数量的增益。",[Shield]_ (+1 {icon:might} while I'm a defender.)_{icon:exhaust}: Buff me. (I get a +1 {icon:might} buff.)I can have any number of buffs.,https://cdn1.playloltcg.com/lol/card/20250731/e904c2cfc2894466b5ca48d9336cda09.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d34a98faacd3f7d32afd6fad99c806f202aa9dad-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"蕾欧娜, 献身者","Leona, Zealot",OGN·079/298,green,Calm,6,英雄单位,Champion Unit,史诗,Epic,"如果对手的得分距离胜利得分不超过3分，则我以活跃状态进场。
此处被眩晕的敌方单位{{S}}-8,不得低于1{{S}}。","If an opponent's score is within 3 points of the Victory Score, I enter ready.Stunned enemy units here have -8 {icon:might}, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/a0d9d2b39ded4f52bb979efee7663d6b.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3bd1e924bec41b0f733fc8b93dc8918ce5a53ba4-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"蕾欧娜, 献身者","Leona, Zealot",OGN·079a/298,green,Calm,6,英雄单位,Champion Unit,异画,Showcase,"如果对手的得分距离胜利得分不超过3分，则我以活跃状态进场。
此处被眩晕的敌方单位{{S}}-8,不得低于1{{S}}。","If an opponent's score is within 3 points of the Victory Score, I enter ready.Stunned enemy units here have -8 {icon:might}, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/189f9e8ab6a849779ee13baab4774967.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/451caa433b1fbe8e9d2b86548b82c3c5f2bac620-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
倒转神通,Mystic Reversal,OGN·080/298,green,Calm,4,法术,Spell,史诗,Epic,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
获得一个法术的控制权。你可以选择为其指定新的目标。","[Reaction] (Play any time, even before spells and abilities resolve.)Gain control of a spell. You may make new choices for it.",https://cdn1.playloltcg.com/lol/card/20250731/ffe2498048ae4bd9b218ac8e86fd0dbf.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/298fe91f9d76086b7d77880e11016ed46389b61b-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
专注之印,Seal Of Focus,OGN·081/298,green,Calm,0,装备,Gear,史诗,Epic,{{横置}}：{{反应}}—{{获得}}{{绿色}}，用以支付符能费用。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:calm}. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250731/e454ab6e7fca42979c63ed772c10f7e5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/288c300c4e4cb10ecfe6c3cbb543d0636b306852-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
苍炎守护者,Whiteflame Protector,OGN·082/298,green,Calm,8,单位,Unit,史诗,Epic,当你打出我时，让一名单位本回合内{{S}}+8。,"When you play me, give a unit +8 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/05dd515f847f4fd8ae1150e6cd8e25ef.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5cdd793736f915fa1b4ea388af66de7b2bc00cb-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
借鉴历史,Consult The Past,OGN·083/298,blue,Mind,4,法术,Spell,普通,Common,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
抽两张牌。","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)[Reaction] (Play any time, even before spells and abilities resolve.)Draw 2.",https://cdn1.playloltcg.com/lol/card/20250731/5bae64f236e94afd8128f6592edf1861.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198d950d3933972273ec714e9264cbd563ea6920-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
踊跃的学徒,Eager Apprentice,OGN·084/298,blue,Mind,3,单位,Unit,普通,Common,如果我位于战场上，则你打出法术所需的法力费用减少{{1}}，不得低于{{1}}。,"While I'm at a battlefield, the Energy costs for spells you play is reduced by {icon:1}, to a minimum of {icon:1}.",https://cdn1.playloltcg.com/lol/card/20250731/1367c1a415ac4c459a078832bab92459.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf6d5447ff3634d8c2c0216cb2e5802fb5ca0b2e-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
彗星坠击,Falling Comet,OGN·085/298,blue,Mind,5,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
对战场上的一名单位造成6点伤害。",[Action] (Play on your turn or in showdowns.)Deal 6 to a unit at a battlefield.,https://cdn1.playloltcg.com/lol/card/20250731/be5701148efc4739800d3040ed483379.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eaaf300a07d5b2927fe9a601d70f2a01b512cc7e-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
宝石巨像,Jeweled Colossus,OGN·086/298,blue,Mind,5,单位,Unit,普通,Common,"{{预知}}（当你打出我时，查看主牌堆顶部的一张牌，你可以选择将其回收。）
{{坚守}}（如果我是防守方，则{{S}}+1。）","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)[Shield]** **(+1 {icon:might} while I'm a defender.)",https://cdn1.playloltcg.com/lol/card/20250731/75c8b3e005bf40abb439ec67ef8600ea.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/775bea14038165fd9feb15c796ed84aa00a032e1-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
约德尔教官,Lecturing Yordle,OGN·087/298,blue,Mind,3,单位,Unit,普通,Common,"{{壁垒}}（我在战斗中首先承担伤害。）
当你打出我时，抽一张牌。","[Tank] (I must be assigned combat damage first.)When you play me, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/677b87e8e4d8426f8a68f969e1ce3941.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62e22370dac35c18de21efbfce9c86ca821e9105-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
超能机甲,Mega-Mech,OGN·088/298,blue,Mind,7,单位,Unit,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/a87731700e3c47ffb2bda9269d2528a2.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f71db7b62798a2a10a1ab0d293c26ac9dd163c6a-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
灵光符文,Mind Rune,OGN·089/298,blue,Mind,,符文,Basic Rune,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/c8750520e362457ca3aa1065b88554de.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f99aa4874baaebd2e81798c8a3aa01c5900f6d30-744x1039.png?auto=format&fit=fill&q=80&w=437,35,low,NO
灵光符文,Mind Rune,OGN·089a/298,blue,Mind,,符文,Basic Rune,异画,Showcase,,,https://cdn1.playloltcg.com/lol/card/20250731/f4662ffa987342388b0daa6d56415908.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ecf8c8632c728520b51cd4bc79036677e96ebdfd-1488x2078.png?auto=format&fit=fill&q=80&w=437,35,low,NO
懊悔法球,Orb Of Regret,OGN·090/298,blue,Mind,1,装备,Gear,普通,Common,{{横置}}：让一名单位在本回合内{{S}}-1，不得低于1{{S}}。,"{icon:exhaust}: Give a unit -1 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/46898c1c00e74bcea1125c153ece37cc.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fd883b646d1a3cdb1a03b0c19dc62c92ca552f4f-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
竞技场勤务小队,Pit Crew,OGN·091/298,blue,Mind,3,单位,Unit,普通,Common,当你打出一件装备时，让我变为活跃状态。,"When you play a gear, ready me.",https://cdn1.playloltcg.com/lol/card/20250731/e686d361f2ea4997944b23d992a8da15.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8023223b55adc44bafe1f8c5f305d3dde6f6d114-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
怒海大鲨炮,Riptide Rex,OGN·092/298,blue,Mind,6,单位,Unit,普通,Common,当你打出我时，对战场上的一名敌方单位造成6点伤害。,"When you play me, deal 6 to an enemy unit at a battlefield.",https://cdn1.playloltcg.com/lol/card/20250731/aeea8e53e6ac46ffbccbe2cf57220d39.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e09bf1fb6d72da31d415ea31ae7413fe7f02d650-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
烟幕弹,Smoke Screen,OGN·093/298,blue,Mind,2,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
让一名单位在本回合内{{S}}-4，不得低于1{{S}}。","[Reaction] (Play any time, even before spells and abilities resolve.)Give a unit -4 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/56d4defb97864e2c8928f1d2a163d686.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/06c34457afd09b828ee0b2862ed51eb31004d888-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
精灵召唤,Sprite Call,OGN·094/298,blue,Mind,3,法术,Spell,普通,Common,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
{{迅捷}}（可在你的回合或法术对决中打出。）
打出一个处于活跃状态的3{{S}}“精灵”，它拥有{{瞬息}}。（在其控制者的下个回合开始阶段，结算得分之前将其摧毁。）","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)[Action] (Play on your turn or in showdowns.)Play a ready 3 {icon:might} Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",https://cdn1.playloltcg.com/lol/card/20250731/b8709d0371944c808ecaa645cde04616.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab3db48dcbb12b01151d3a08c2412020380b7ca5-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
“敲”诈,Stupefy,OGN·095/298,blue,Mind,1,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
让一名单位在本回合内{{S}}-1，不得低于1{{S}}。抽一张牌。","[Reaction] (Play any time, even before spells and abilities resolve.)Give a unit -1 {icon:might} this turn, to a minimum of 1 {icon:might}. Draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/9875d7cd562e40eba0764deb1351a07e.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/837a5976192bbf8bdb4086429802167548ecc119-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
警觉的哨兵,Watchful Sentry,OGN·096/298,blue,Mind,2,单位,Unit,普通,Common,{{绝念}}—抽一张牌。（当我被摧毁后，发动此效果。）,"[Deathknell] — Draw 1. (When I die, get the effect.)",https://cdn1.playloltcg.com/lol/card/20250731/4e4ca59b4f3b45fbb619a3410532aabb.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d84da2c62b1e218a0a74b227c49ce8a953918ebd-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
爆裂球果仙灵,Blastcone Fae,OGN·097/298,blue,Mind,2,单位,Unit,不凡,Uncommon,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当你打出我时，让一名单位本回合内{{S}}-2，不得低于1{{S}}。","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)When you play me, give a unit -2 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/d63f8fe234f242c99c746ca913b6a2ba.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fac53b2216490c99ad7ce11dc5e663a692d6c104-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
能量通道,Energy Conduit,OGN·098/298,blue,Mind,3,装备,Gear,不凡,Uncommon,{{横置}}：{{反应}}—{{获得}}{{1}}，用以支付法力费用。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:1}. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250731/91257142063a4ebb98c76e6a475dd6c4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0e0a67e9e9b1d45d12d248df78b4e643b70bdc1-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
拾荒小能手,Garbage Grabber,OGN·099/298,blue,Mind,2,装备,Gear,不凡,Uncommon,从废牌堆中回收三张牌，支付{{1}}，{{横置}}：抽一张牌。,"Recycle 3 from your trash, {icon:1}, {icon:exhaust}: Draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/94c8ef9994a744ab8559f8fcbe802d0e.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/199f21237aeee2582904463a15ec62ce29452c10-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
宝石真知者,Gemcraft Seer,OGN·100/298,blue,Mind,3,单位,Unit,不凡,Uncommon,"{{预知}}（当你打出我时，查看主牌堆顶部的一张牌，你可以选择将其回收。）
其他友方单位获得{{预知}}。","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)Other friendly units have [Vision].",https://cdn1.playloltcg.com/lol/card/20250731/e88e0b3c9b0847368ea7cdbef3d141d8.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4b6965bd592a5f602ab932094d677b6c85b2372b-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
蘑菇袋,Mushroom Pouch,OGN·101/298,blue,Mind,2,装备,Gear,不凡,Uncommon,在你的回合开始阶段，如果你在战场上控制着一张正面朝下的待命牌，则抽一张牌。,"At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/c7969c8058974bf08282d637abfc6aad.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ef5b3125fda91c0d0a02b7e6dfb7d3d5bafa8bd0-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
传送门大营救,Portal Rescue,OGN·102/298,blue,Mind,3,法术,Spell,不凡,Uncommon,"{{迅捷}}（可在你的回合或法术对决中打出。）
放逐一名友方单位，然后让其拥有者将它打出到其所属的基地，无视费用。","[Action] (Play on your turn or in showdowns.)Banish a friendly unit, then its owner plays it to their base, ignoring its cost.",https://cdn1.playloltcg.com/lol/card/20250731/5ccb70747415494bb2e191134625887b.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bafb4c68fa9a3eb71fecd0cdffb9e20b9f68d532-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
拉文布鲁姆学生,Ravenbloom Student,OGN·103/298,blue,Mind,2,单位,Unit,不凡,Uncommon,每当你打出一张法术牌时，让我本回合内{{S}}+1。,"When you play a spell, give me +1 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/9733957b21b2426aa555c919836f566c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b98b1ff793b6eb263957258742cc83d50fda6537-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
择日再战,Retreat,OGN·104/298,blue,Mind,1,法术,Spell,不凡,Uncommon,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
让一名友方单位返回其所属的手牌，然后让其拥有者召出一枚休眠的符文。","[Reaction] (Play any time, even before spells and abilities resolve.)Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/e0e342a822854504bf9096e88b214830.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/71ecf6c06d3110a81ac0f01c726c06921f479a13-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
星芒凝汇,Singularity,OGN·105/298,blue,Mind,6,法术,Spell,不凡,Uncommon,对最多两名单位各造成6点伤害。,Deal 6 to each of up to two units.,https://cdn1.playloltcg.com/lol/card/20250731/3211071042004816808f6fa2053bb6b9.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/792edce1a64d4a92740aa3fa240e21e161513944-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
精灵之母,Sprite Mother,OGN·106/298,blue,Mind,4,单位,Unit,不凡,Uncommon,当你打出我时，在此处打出一个处于活跃状态的3{{S}}“精灵”，它拥有{{瞬息}}。（在其控制者的下个回合开始阶段，结算得分之前将其摧毁。）,"When you play me, play a ready 3 {icon:might} Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)",https://cdn1.playloltcg.com/lol/card/20250731/1eb13596360546f89278b292c2df5778.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65c06528f88de1ac207b382d4830ccfdd08a2d12-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
斥候标兵 艾娃,Ava Achiever,OGN·107/298,blue,Mind,5,单位,Unit,稀有,Rare,"当我进攻时，你可以选择支付{{蓝色}}，以此从你的手牌中正面朝上打出一张带有{{待命}}技能的卡牌，无视费用。
[以下为勘误修正]
当我进攻时，你可以选择支付{{蓝色}}，以此从你的手牌中正面朝上打出一张带有{{待命}}技能的卡牌，无视费用。如果其为单位，则将其打出到此处。","When I attack, you may pay {icon:mind} to play a card with [Hidden] from your hand here, ignoring its cost.",https://cdn1.playloltcg.com/lol/card/20250731/f4f17076938741029a28de5ccae7b958.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/93e91aa99eb09baa68dd95b0013a89d9ffde5240-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
聚合变异,Convergent Mutation,OGN·108/298,blue,Mind,2,法术,Spell,稀有,Rare,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一名友方单位。如果其战力低于另一名友方单位，则让其在本回合内变为后者的战力。
[以下为勘误修正]
{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一名友方单位。本回合内，将其战力提升至与另一名友方单位战力相同。","[Reaction] (Play any time, even before spells and abilities resolve.)Choose a friendly unit. If its Might is less than another friendly unit's, its Might becomes the Might of that friendly unit this turn.",https://cdn1.playloltcg.com/lol/card/20250731/29d3c5aaf6d44c9aa76f8f355d1469a7.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/61d414fc67ff52b9082e282e628dd0916afd8454-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"蒙多医生, 主治大夫","Dr. Mundo, Expert",OGN·109/298,blue,Mind,8,英雄单位,Champion Unit,稀有,Rare,"提升我的战力，数值等同于你废牌堆的卡牌数量。
在你的回合开始阶段，从废牌堆中回收三张牌。","My Might is increased by the number of cards in your trash.At the start of your Beginning Phase, recycle 3 from your trash.",https://cdn1.playloltcg.com/lol/card/20250731/4c9a04c3f5f449a5b4b03f7b561a14c3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf51fe8bedf5139e8cc1fc062969949ea7b121f0-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"艾克, 溯时洄光","Ekko, Recurrent",OGN·110/298,blue,Mind,5,英雄单位,Champion Unit,稀有,Rare,"{{急速}}（你可以选择额外支付{{1}}和{{蓝色}}，让我以活跃状态进场。）
{{绝念}}—回收我，以此让你的所有符文变为活跃状态。（当我被摧毁后，发动此效果。）","[Accelerate] (You may pay {icon:1}{icon:mind} as an additional cost to have me enter ready.)[Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)",https://cdn1.playloltcg.com/lol/card/20250731/d96323ddb60648a38d79bf693c981d98.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65da19325b6def53d33c07bc1aa8f91fd2f1e723-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
